,id,conversation_id,author_id,created_at,text,entities,public_metrics,lang,sentiment,clean_text,hashtags,political,alignment
0,1494250316262522883,1493551682218831878,3318238316,2022-02-17T10:00:11.000Z,@CreasonJana @AOC I try not to pay too much attention to that one! She’s a gas lighter &amp; nothing else!🤷‍♀️,"{'mentions': [{'start': 0, 'end': 12, 'username': 'CreasonJana', 'id': '1426007779781844992'}, {'start': 13, 'end': 17, 'username': 'AOC', 'id': '138203134'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",en,0.2216,try pay much attention one gas lighter nothing else,,-0.1584325470948398,-0.0351086524362165
1,1493808010124304387,1493551682218831878,58055829,2022-02-16T04:42:37.000Z,@CreasonJana @TIIT23430820 @AOC https://t.co/5gW9NnHxVN,"{'urls': [{'start': 32, 'end': 55, 'url': 'https://t.co/5gW9NnHxVN', 'expanded_url': 'https://twitter.com/MaryLouBolger/status/1493808010124304387/photo/1', 'display_url': 'pic.twitter.com/5gW9NnHxVN', 'media_key': '3_1493807985763794944'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'CreasonJana', 'id': '1426007779781844992'}, {'start': 27, 'end': 31, 'username': 'AOC', 'id': '138203134'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",qme,0.0,,,0.0,0.0
2,1493696625751035910,1493551682218831878,1391516526763814917,2022-02-15T21:20:01.000Z,"@CreasonJana @tohellwithlibs @AOC Re the voting rights farce...making all voters register, produce an ID and vote in person (with qualified exceptions) is not ""Jim Crow."" If you can make it to your medical appts, the casino, the grocery store, and purchase lottery tickets you can vote in person...end of story","{'annotations': [{'start': 160, 'end': 167, 'probability': 0.9543, 'type': 'Person', 'normalized_text': 'Jim Crow'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'CreasonJana', 'id': '1426007779781844992'}, {'start': 13, 'end': 28, 'username': 'tohellwithlibs', 'id': '1475953650'}, {'start': 29, 'end': 33, 'username': 'AOC', 'id': '138203134'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",en,0.0,vote right farce make voter register produce id vote person qualify exception jim crow make medical appts casino grocery store purchase lottery ticket vote person end story,,-0.1035226212895264,-0.0
3,1493599588091142145,1493551682218831878,1270872847,2022-02-15T14:54:26.000Z,"@CreasonJana @ProofBlog @AOC AOC is an ignorant little girl who lacks the maturity for the position she holds. The return to Jim Crow is happening now, ushered in by AOC and the democrats in terms of segregating based on vaccination.","{'annotations': [{'start': 125, 'end': 132, 'probability': 0.9795, 'type': 'Person', 'normalized_text': 'Jim Crow'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'CreasonJana', 'id': '1426007779781844992'}, {'start': 13, 'end': 23, 'username': 'ProofBlog', 'id': '452655392'}, {'start': 24, 'end': 28, 'username': 'AOC', 'id': '138203134'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",en,-0.2732,aoc ignorant little girl lack maturity position hold return jim crow happen ushered aoc democrat term segregate base vaccination,,-0.04361207562448818,0.01191481906061017
4,1493559919118856196,1493551682218831878,54032913,2022-02-15T12:16:48.000Z,@CreasonJana @StevenRad3 @AOC Nah.  Jim Crow just wants to date her,"{'annotations': [{'start': 36, 'end': 43, 'probability': 0.983, 'type': 'Person', 'normalized_text': 'Jim Crow'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'CreasonJana', 'id': '1426007779781844992'}, {'start': 13, 'end': 24, 'username': 'StevenRad3', 'id': '1307594086321475584'}, {'start': 25, 'end': 29, 'username': 'AOC', 'id': '138203134'}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",en,-0.1027,nah jim crow want date,,-0.07837354771354317,0.008048963350180884
5,1493555427258339328,1493551682218831878,1046909451737935872,2022-02-15T11:58:57.000Z,@CreasonJana @AOC Having “ free and fair “ elections is not “ Jim Crow “ just us taking our country back!!,"{'annotations': [{'start': 62, 'end': 69, 'probability': 0.9604, 'type': 'Person', 'normalized_text': 'Jim Crow'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'CreasonJana', 'id': '1426007779781844992'}, {'start': 13, 'end': 17, 'username': 'AOC', 'id': '138203134'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",en,0.7339,free fair election jim crow u take country back,,-0.06080746215795198,-0.04462659647772096
6,1493740610313986049,1493544154223329282,1186060281321086976,2022-02-16T00:14:48.000Z,@Claudette966 #FBR,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Claudette966', 'id': '1327979547883696129'}], 'hashtags': [{'start': 14, 'end': 18, 'tag': 'FBR'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",qme,0.0,,['#fbr'],-0.4038840369846638,-0.0
7,1493671157161250817,1493544154223329282,844002818117767168,2022-02-15T19:38:49.000Z,"@Claudette966 #Democrat 
#climate 
#VoteBlue","{'mentions': [{'start': 0, 'end': 13, 'username': 'Claudette966', 'id': '1327979547883696129'}], 'hashtags': [{'start': 14, 'end': 23, 'tag': 'Democrat'}, {'start': 25, 'end': 33, 'tag': 'climate'}, {'start': 35, 'end': 44, 'tag': 'VoteBlue'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",qme,0.0,,"['#democrat', '#climate', '#voteblue']",-0.5306094856458948,-0.0
8,1493665232312356867,1493544154223329282,3166124234,2022-02-15T19:15:16.000Z,"@Claudette966 It's Tuesday! Let's follow each other and if you want to make a difference, consider helping https://t.co/wlDgAv7WEA register massive numbers of new Democrats before the midterms!","{'mentions': [{'start': 0, 'end': 13, 'username': 'Claudette966', 'id': '1327979547883696129'}], 'urls': [{'start': 107, 'end': 130, 'url': 'https://t.co/wlDgAv7WEA', 'expanded_url': 'http://FieldTeam6.org', 'display_url': 'FieldTeam6.org', 'images': [{'url': 'https://pbs.twimg.com/news_img/1611412495494963203/fyl4PxXz?format=jpg&name=orig', 'width': 736, 'height': 388}, {'url': 'https://pbs.twimg.com/news_img/1611412495494963203/fyl4PxXz?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Field Team 6', 'description': 'Register Democrats. Save the World.', 'unwound_url': 'https://www.fieldteam6.org/'}], 'annotations': [{'start': 163, 'end': 171, 'probability': 0.5682, 'type': 'Organization', 'normalized_text': 'Democrats'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",en,0.4738,tuesday let follow want make difference consider help register massive number new democrats midterm,,-0.11089119727609185,-0.05254024926941232
9,1493638496443113479,1493544154223329282,1155943108011593728,2022-02-15T17:29:02.000Z,"@Claudette966 WE ARE 🔥 #StrongerTogether 💪 
🗳 #VOTEBLUETOSAVEAMERICA 

WE SUPPORT
#BidenHarris #DEMOCRATS 🇺🇸 
#DemVoice1 #yeswecare 
I'm a proud Democrat🇺🇸🗣️🌊💙😎 https://t.co/G09brxlrR5","{'mentions': [{'start': 0, 'end': 13, 'username': 'Claudette966', 'id': '1327979547883696129'}], 'urls': [{'start': 161, 'end': 184, 'url': 'https://t.co/G09brxlrR5', 'expanded_url': 'https://twitter.com/BudDe55/status/1493638496443113479/photo/1', 'display_url': 'pic.twitter.com/G09brxlrR5', 'media_key': '3_1493637444230696963'}], 'hashtags': [{'start': 23, 'end': 40, 'tag': 'StrongerTogether'}, {'start': 46, 'end': 68, 'tag': 'VOTEBLUETOSAVEAMERICA'}, {'start': 82, 'end': 94, 'tag': 'BidenHarris'}, {'start': 95, 'end': 105, 'tag': 'DEMOCRATS'}, {'start': 110, 'end': 120, 'tag': 'DemVoice1'}, {'start': 121, 'end': 131, 'tag': 'yeswecare'}], 'annotations': [{'start': 47, 'end': 67, 'probability': 0.2913, 'type': 'Person', 'normalized_text': 'VOTEBLUETOSAVEAMERICA'}, {'start': 83, 'end': 93, 'probability': 0.9562, 'type': 'Person', 'normalized_text': 'BidenHarris'}, {'start': 122, 'end': 130, 'probability': 0.5581, 'type': 'Person', 'normalized_text': 'yeswecare'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",en,0.7603,support proud democrat,"['#strongertogether', '#votebluetosaveamerica', '#bidenharris', '#democrats', '#demvoice1', '#yeswecare']",-0.4185172525102295,-0.31819866708352745
