,id,conversation_id,author_id,created_at,text,entities,public_metrics,lang,sentiment,clean_text,hashtags,political,alignment
0,1604236535880208387,1603268128498130945,1370620593591173124,2022-12-17T22:06:10.000Z,@BuenoForMiami Vaccine Mandates + Pro Choice is ideologically consistent?  I don't think it is.,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 15}",en,0.0,vaccine mandates pro choice ideologically consistent think,,-0.12366897032641198,-0.0
1,1603950876665778178,1603268128498130945,871550981967925248,2022-12-17T03:11:03.000Z,"@BuenoForMiami Just check out the Budapest Memorandum. We’re doing exactly what we said we would if Russia invaded Ukraine. 

But yes Obama went too far with drone strikes I agree and that’s why he fell from favor for me","{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}], 'annotations': [{'start': 34, 'end': 52, 'probability': 0.7327, 'type': 'Other', 'normalized_text': 'Budapest Memorandum'}, {'start': 100, 'end': 105, 'probability': 0.9559, 'type': 'Place', 'normalized_text': 'Russia'}, {'start': 115, 'end': 121, 'probability': 0.9468, 'type': 'Place', 'normalized_text': 'Ukraine'}, {'start': 134, 'end': 138, 'probability': 0.9721, 'type': 'Person', 'normalized_text': 'Obama'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 23}",en,0.7964,check budapest memorandum exactly say would russia invade ukraine yes obama go far drone strike agree fell favor,,-0.07791508085982397,-0.06205157039676381
2,1603749704587792384,1603268128498130945,95703199,2022-12-16T13:51:40.000Z,@BuenoForMiami give war (and choice) a chance!,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 14}",en,-0.4926,give war choice chance,,0.0038604195414535455,-0.0019016426661200164
3,1603734621128212481,1603268128498130945,1160197138795700224,2022-12-16T12:51:44.000Z,@BuenoForMiami @Locke_Wiggins Which brings me to my question: Why are Republican's so against abortion but don't mind sending young Americans boys to kill Middle Eastern children that have actually been born? #Paradox,"{'hashtags': [{'start': 209, 'end': 217, 'tag': 'Paradox'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}, {'start': 15, 'end': 29, 'username': 'Locke_Wiggins', 'id': '541777125'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'impression_count': 98}",en,-0.8201,brings question republican abortion mind send young americans boy kill middle eastern child actually bear,['#paradox'],-0.09183676836014201,0.07531533373215248
4,1603429845266010113,1603268128498130945,1557778849512972288,2022-12-15T16:40:40.000Z,@BuenoForMiami shouldn’t you be trying to unify people and do better as a country and society instead of causing a greater divide? no wonder you’re irrelevant,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 39}",en,0.4939,try unify people well country society instead cause great divide wonder irrelevant,,-0.06656964818917248,-0.03287874924063229
5,1603424668223799300,1603268128498130945,11386642,2022-12-15T16:20:05.000Z,"@BuenoForMiami Sort of like the NRA and extreme gun nuts, except they don’t mind KIDS dying as long as it fits their needs.","{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}], 'annotations': [{'start': 32, 'end': 34, 'probability': 0.6615, 'type': 'Organization', 'normalized_text': 'NRA'}, {'start': 81, 'end': 84, 'probability': 0.3141, 'type': 'Other', 'normalized_text': 'KIDS'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",en,-0.296,sort like nra extreme gun nut except mind kids die long fit need,,-0.0013549086817415549,0.0004010529697955002
6,1603304531747561474,1603268128498130945,809472435313659904,2022-12-15T08:22:42.000Z,@BuenoForMiami Im not pro war. Pro choice doesnt mean ur pro abortion. It means ur pro giving ppl the choice in circumstances u may never face.,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}]}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",en,0.6753,im pro war pro choice doesnt mean ur pro abortion mean ur pro give ppl choice circumstance may never face,,-0.114181402312444,-0.07710670098159343
7,1603285610961182720,1603268128498130945,1592477392873742336,2022-12-15T07:07:31.000Z,@BuenoForMiami No one is pro abortion. We don't give a crap if they have the kid or not. Just that they have the freedom to choose for themselves without interference from assholes like you.,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",en,0.8676,one pro abortion give crap kid freedom choose without interference asshole like,,-0.07633348267355734,-0.06622692956757835
8,1603284266221174784,1603268128498130945,1519212686596313093,2022-12-15T07:02:11.000Z,"@BuenoForMiami Are u republican, socialist, independent","{'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}]}","{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",en,0.0,republican socialist independent,,-0.20258899786417509,-0.0
9,1603269488425697285,1603268128498130945,1550505601985384448,2022-12-15T06:03:28.000Z,@BuenoForMiami Yeah; #Republicans would rather her/him die in some senseless war than allow women to run their own reproductive-lives. #ThursdayThoughts,"{'hashtags': [{'start': 21, 'end': 33, 'tag': 'Republicans'}, {'start': 135, 'end': 152, 'tag': 'ThursdayThoughts'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'BuenoForMiami', 'id': '829443865065185281'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",en,-0.6908,yeah would rather die senseless war allow woman run reproductive life,"['#republicans', '#thursdaythoughts']",0.42163517607474044,-0.29126557963243066
